,Stock_name,P/L,WL_ratio,Avg_win,Avg_loss
0,NSEBANK,1850.71484375,1.625,101.55078125,-49.350341796875
1,CIPLA,80.961181640625,1.1,6.22552490234375,-2.800018310546875
2,BAJFINANCE,373.09912109375,0.9523809523809523,29.4149658203125,-10.247628348214286
3,TATACONSUM,-5.849853515625,0.5,4.6091086647727275,-2.570456764914773
4,SHRIRAMFIN,167.29638671875,1.2272727272727273,12.98876953125,-8.336381392045455
5,TITAN,321.75,2.25,14.583342375578704,-6.000020345052083
6,WIPRO,46.29925537109375,1.4666666666666666,3.1226945356889204,-1.4933349609375
7,RELIANCE,-5.54931640625,0.8461538461538461,6.840997869318182,-6.2154071514423075
8,TATASTEEL,-0.329986572265625,0.7333333333333333,0.5745475075461648,-0.4433339436848958
9,ITC,21.60003662109375,0.9047619047619048,2.0789457622327303,-0.8523777553013393
10,HINDALCO,68.4486083984375,0.9523809523809523,5.4974365234375,-1.9761962890625
